1;4
2;101
3;102
4;13
5;14
6;32
7;151
8;162
9;136
10;146
11;321
12;123
13;457
14;54
15;89
16;354
17;36
18;70
19;71
20;85
21;86
22;41
23;42
24;49
25;94
26;778
27;884
28;69
29;25
30;45
31;78
32;82
33;138
34;144
35;325
36;43
37;44
38;251
39;262
40;836
41;846
42;381
43;183
44;547
45;899
46;334
47;363
48;703
49;713
50;851
51;701
52;711
53;852
54;862
55;411
56;412
